Date,Global_active_power_mean,Global_active_power_max,Global_active_power_min,Global_active_power_std,Global_active_power_sum,Global_reactive_power_mean,Global_reactive_power_max,Global_reactive_power_min,Global_reactive_power_std,Global_reactive_power_sum,Voltage_mean,Voltage_max,Voltage_min,Voltage_std,Voltage_sum,Global_intensity_mean,Global_intensity_max,Global_intensity_min,Global_intensity_std,Global_intensity_sum,Sub_metering_1_mean,Sub_metering_1_max,Sub_metering_1_min,Sub_metering_1_std,Sub_metering_1_sum,Sub_metering_2_mean,Sub_metering_2_max,Sub_metering_2_min,Sub_metering_2_std,Sub_metering_2_sum,Sub_metering_3_mean,Sub_metering_3_max,Sub_metering_3_min,Sub_metering_3_std,Sub_metering_3_sum,peak_offpeak_ratio,is_weekend,hour_00_mean_power,hour_01_mean_power,hour_02_mean_power,hour_03_mean_power,hour_04_mean_power,hour_05_mean_power,hour_06_mean_power,hour_07_mean_power,hour_08_mean_power,hour_09_mean_power,hour_10_mean_power,hour_11_mean_power,hour_12_mean_power,hour_13_mean_power,hour_14_mean_power,hour_15_mean_power,hour_16_mean_power,hour_17_mean_power,hour_18_mean_power,hour_19_mean_power,hour_20_mean_power,hour_21_mean_power,hour_22_mean_power,hour_23_mean_power
2006-12-26,2.724050347222222,5.094,0.418,0.9401201319167747,3922.6325,0.11230694444444445,0.526,0.0,0.10323427256322276,161.722,241.6254375,249.11,234.59,3.1407423249757347,347940.63,11.305833333333332,21.2,2.0,3.9344709547889267,16280.4,0.05217460317460317,1.139047619047619,0.0,0.22445594109609482,75.13142857142857,0.4273420138888889,3.5200000000000005,0.0,0.750448896875581,615.3725000000001,10.402083333333334,19.0,0.0,8.69066074932757,14979.0,1.4551180325981048,0,2.4242666666666666,2.4026333333333336,2.4109333333333334,2.4490666666666665,2.9925,2.3877333333333337,2.3882,3.0253,2.365933333333333,3.5450666666666666,4.0419,2.3735333333333335,2.4647,2.8868,3.8266,2.6296000000000004,3.4507333333333334,3.3423333333333334,3.1948999999999996,3.034,3.450275,2.6584,0.8636,0.7682
2006-12-27,1.0602777777777777,4.678,0.21,0.8197691741462324,1526.8,0.12423749999999999,0.438,0.0,0.10445821298111407,178.902,243.76736111111111,251.7,235.6,3.662532775598006,351025.0,4.512777777777777,20.0,1.0,3.3606483797381865,6498.4,0.0,0.0,0.0,0.0,0.0,0.21805555555555556,2.0,0.0,0.5282371034821141,314.0,4.844444444444444,19.0,0.0,7.900051264141486,6976.0,2.2688244932537494,0,0.4829666666666667,0.49346666666666666,0.4795,0.4441333333333333,0.47403333333333336,1.0365333333333333,0.4744,2.0172,2.164733333333333,2.3289666666666666,2.3169666666666666,1.3156,1.0784,0.26416666666666666,0.2638333333333333,0.3332,0.2968,0.5012666666666666,1.8244,1.7362666666666666,2.3531,1.3297333333333334,1.0835000000000001,0.35350000000000004
2006-12-28,1.3896333333333333,5.098,0.218,1.2592088605091323,2001.072,0.14273819444444444,0.512,0.0,0.11107208528772518,205.543,243.26833333333335,250.95,230.7,3.7690823173474155,350306.4,5.866979745370371,21.38083333333333,1.0,5.240143187252785,8448.450833333334,0.09731212550394294,1.131578947368421,0.0,0.29523847745450016,140.12946072567783,0.44084953702604923,3.5404784688995217,0.0,0.9118175120908757,634.8233333175109,6.372222222222222,19.0,0.0,8.515141600463709,9176.0,1.85565254320174,0,1.0185333333333333,0.27773333333333333,0.31616666666666665,0.2988,0.3101,0.2894,0.29256666666666664,1.0433333333333334,2.5357333333333334,1.3215333333333334,0.32606666666666667,0.2799333333333333,0.271,0.6986333333333333,1.8085666666666667,1.5743333333333334,1.5589666666666666,2.432533333333333,2.520078787878788,2.692454545454545,2.0887666666666664,4.050433333333333,3.2142,2.131333333333333
2006-12-29,2.1554104166666668,5.07,0.216,1.18699083798282,3103.791,0.13631666666666667,0.528,0.0,0.10790220136340495,196.296,240.87130555555555,250.55,228.2,4.831277406630212,346854.68,9.053333333333333,21.2,1.0,4.937142671342135,13036.8,0.031595627221517535,1.139119000657462,0.0,0.1797189279900769,45.49770319898525,0.5222198862654062,3.540207267479995,0.0,0.943728916615873,751.9966362221849,7.867361111111111,20.0,0.0,8.755169860474973,11329.0,0.9641961654562341,0,1.4093333333333333,1.9941666666666669,2.1516333333333337,2.4526666666666666,2.471433333333333,2.3861,2.4389,3.6116666666666664,3.6947666666666668,3.4349,2.4225333333333334,1.3891666666666667,1.5557333333333332,1.7093333333333334,1.4185,0.6281,0.31786666666666663,0.8924,1.8926333333333332,1.7913333333333334,3.3430833333333334,3.7851166666666667,3.373816666666667,1.1646666666666665
2006-12-30,1.8332485416666666,5.094,0.204,1.4992101493724264,2639.8779,0.21280329861111114,0.554,0.0,0.15991154091538567,306.43675,240.53597222222223,250.67,228.99,4.624843947850239,346371.8,7.823051697530865,21.266666666666666,0.8,6.343116022124549,11265.194444444445,0.10015024062014803,1.1276353276353277,0.0,0.29638540141152675,144.21634649301316,0.811254577049735,3.5400146828718255,0.0,1.1984371116211037,1168.2065909516184,8.690972222222221,20.0,0.0,8.67108164193895,12515.0,5.776401429700118,1,0.29469999999999996,0.31529999999999997,0.2794333333333333,0.3057666666666667,0.30093333333333333,0.2778333333333334,0.9067666666666666,0.25656666666666667,1.5167333333333335,2.989472727272727,3.8222606060606057,3.4549000000000003,2.6626,2.2458666666666667,1.7899333333333334,2.4495333333333336,3.955566666666667,2.5737666666666663,3.679135087719298,3.4145815789473684,3.0089816666666667,2.038,0.7491333333333333,0.7102
2006-12-31,2.4198868055555556,5.098,0.206,1.1506764132838112,3484.637,0.10475833333333334,0.414,0.0,0.09788153516896163,150.852,239.8965763888889,248.56,231.23,3.4792590072413807,345451.07,10.169895833333333,21.2,0.8,4.72092786017392,14644.65,0.0,0.0,0.0,0.0,0.0,0.24097222222222223,2.0,0.0,0.5424205388105068,347.0,4.5152777777777775,19.0,0.0,7.629341693949492,6502.0,2.0011318609459217,1,0.6762333333333334,0.7161666666666666,0.7219333333333334,0.7785666666666666,1.2777666666666667,1.0507666666666666,2.4347444444444446,3.2976055555555557,4.058766666666667,2.7232,2.914933333333333,3.3594999999999997,3.8529666666666667,3.6025666666666667,3.0812999999999997,2.4882666666666666,2.838,2.7502666666666666,2.4104666666666663,2.434266666666667,2.4249333333333336,2.443633333333333,2.636,3.104433333333333
2007-01-01,1.9090305555555556,3.558,0.204,0.9120673043449209,2749.004,0.10289305555555556,0.454,0.0,0.09443341716975455,148.166,240.12897916666665,246.3,234.07,2.2168510618802078,345785.73,7.916944444444444,14.6,0.8,3.749018547087244,11400.4,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,2.0,0.0,0.5453419884194286,352.0,4.083333333333333,19.0,0.0,7.391748305778773,5880.0,0.8859878389204816,0,2.5506333333333333,2.5234,2.582333333333333,2.5416666666666665,2.4757333333333333,2.4762333333333335,2.4558000000000004,2.4472,2.441733333333333,3.1461333333333332,2.6617333333333333,2.576,2.615866666666667,2.1624,1.2944,1.9091666666666667,1.3901000000000001,1.6320666666666668,1.4619,0.7323000000000001,0.4123,0.43393333333333334,0.4437333333333333,0.4499666666666667
2007-01-02,0.8814138888888889,3.688,0.358,0.702746183396342,1269.236,0.12711041666666667,0.5446666666666666,0.0,0.12038921134535216,183.039,241.94377777777777,250.02,233.9,2.7364647824939943,348399.04,3.7140277777777775,16.4,1.4,2.9537783531164004,5348.2,0.0,0.0,0.0,0.0,0.0,0.24166666666666667,2.0,0.0,0.5453065901636305,348.0,4.5569444444444445,19.0,0.0,7.730580168382474,6562.0,1.8182494844474313,0,0.44643333333333335,0.43673333333333336,0.43156666666666665,0.46416666666666667,1.0399666666666667,0.7106,0.4469666666666667,0.4125666666666667,0.45439999999999997,0.41763333333333336,0.4459,0.4327666666666667,0.42596666666666666,0.45899999999999996,0.43843333333333334,1.4381,1.4590666666666665,2.1362,1.9720666666666666,1.5183,2.5735333333333332,1.3214333333333335,0.5282333333333333,0.7439
2007-01-03,0.7025680555555556,5.068,0.23,0.5512151742512535,1011.698,0.13661666666666666,0.46,0.0,0.09448113820242125,196.728,243.5570902777778,248.53,238.57,2.2089026875078757,350722.21,3.0140277777777778,21.2,1.0,2.261512380689467,4340.2,0.0,0.0,0.0,0.0,0.0,0.2388888888888889,2.0,0.0,0.5439810413334687,344.0,3.3090277777777777,19.0,0.0,7.002108420624654,4765.0,0.8807275212031305,0,1.1254333333333333,0.9007000000000001,0.30483333333333335,0.33330000000000004,0.29883333333333334,0.9516333333333333,0.3343333333333333,0.3017,0.3196,0.6024999999999999,0.8742333333333333,0.9763999999999999,1.3977666666666666,1.4199333333333333,1.0903666666666667,0.302,0.36766666666666664,0.28513333333333335,0.3612,0.289,0.32626666666666665,1.1154333333333333,0.9540333333333333,1.6293333333333335
2007-01-04,2.2253775248015875,5.097571428571428,0.26,1.065614213068409,3204.5436357142858,0.13832083333333334,0.552,0.0,0.11289913648173228,199.182,239.7502986111111,247.35,231.83,2.4483842116402132,345240.43,9.292534722222221,21.3,1.2,4.427366674602823,13381.25,0.05169998982498983,1.1333333333333333,0.0,0.22484331239832053,74.44798534798535,0.7514011329449223,3.5343228200371057,0.0,1.121285351004302,1082.017631440688,7.566666666666666,19.0,0.0,8.682957195374506,10896.0,1.0978056448690525,0,3.1997475,2.896733333333333,2.3873333333333333,2.3620333333333337,2.370033333333333,2.3451999999999997,2.3587333333333333,2.3262333333333336,2.4038,2.6670666666666665,1.8980333333333335,2.006333333333333,3.8003333333333336,3.2327464285714287,2.0132,0.8793000000000001,3.2898,2.7212666666666667,2.6055,2.7135000000000002,1.4985333333333335,0.4788,0.4196666666666667,0.5351333333333332
2007-01-05,1.8699175,5.096,0.222,0.9839069576094612,2692.6812,0.12024583333333333,0.554,0.0,0.09361232202337126,173.154,240.49576388888892,248.18,230.48,3.0227701031342193,346313.9,7.812065972222222,21.0,1.0,4.041592200690898,11249.375,0.08310440243484225,1.1266666666666667,0.0,0.27384662577896235,119.67033950617284,0.26319444444444445,2.0,0.0,0.5698281964091472,379.0,5.279166666666667,19.0,0.0,7.989907419353502,7602.0,0.7198594950606602,0,1.9680333333333333,2.3868333333333336,2.3947333333333334,2.4157,2.3970333333333333,2.407366666666667,2.3678000000000003,2.3515333333333337,2.316933333333333,2.3642,2.6560333333333332,0.35583333333333333,0.3544,0.34176666666666666,0.37733333333333335,0.4778333333333334,0.8364999999999999,2.240733333333333,2.3996,1.9942666666666669,2.88962,2.520166666666667,2.3249333333333335,1.7388333333333332
2007-01-06,1.039904861111111,5.096,0.234,0.9241979385618737,1497.463,0.1333387222222222,0.55952,0.0,0.10151911307718547,192.00776,239.6784375,247.98,228.92,3.729717573604853,345136.95,4.471861111111111,21.2,1.0,3.822951991130959,6439.4800000000005,0.030844907407407404,1.125,0.0,0.16365864504469227,44.416666666666664,0.2791666666666667,2.0,0.0,0.5857794768959278,402.0,3.9430555555555555,19.0,0.0,7.2414590152538185,5678.0,2.7076725956868364,1,1.4930666666666668,0.43346666666666667,0.3333333333333333,0.3128666666666666,0.30356666666666665,0.33526666666666666,0.29873333333333335,0.33699999999999997,0.2954,0.6231333333333333,1.5255666666666667,2.5922,3.8508333333333336,1.8904333333333334,1.6995666666666667,1.1487,0.8812666666666666,0.8989666666666667,0.8555333333333334,1.8042166666666666,1.0151333333333334,1.0125333333333333,0.5116666666666666,0.5052666666666666
2007-01-07,1.6137921130952382,5.094,0.24,1.467854173555633,2323.860642857143,0.17056302083333333,0.5595,0.0,0.12459950879091665,245.61075,240.90493402777776,248.98,228.72,4.473100100511422,346903.105,6.877488839285714,21.34285714285714,1.0,6.138523570401367,9903.583928571428,0.09157598659913475,1.1367521367521367,0.0,0.28590986867843654,131.86942070275404,0.8151279444332447,3.5388888888888888,0.0,1.1657047264144518,1173.7842399838723,8.895833333333334,19.0,0.0,8.697222444480987,12810.0,3.0180257303969875,1,0.9032,0.29643333333333327,0.35240000000000005,0.2986666666666667,0.35586666666666666,0.28536666666666666,0.3383,0.3127333333333333,0.3100333333333333,0.37560000000000004,1.0414333333333332,1.0684333333333333,0.5515666666666666,3.1144499999999997,2.5330999999999997,3.4155,2.2807666666666666,2.404733333333333,4.461166666666667,2.854,3.472266666666667,4.112227380952381,2.1289,1.4638666666666666
2007-01-08,1.5565,4.97,0.216,0.9102043970863523,2241.36,0.14195625,0.554,0.0,0.1184517234743786,204.417,239.5769513888889,246.05,232.16,2.7870070222696106,344990.81,6.551666666666667,21.2,1.0,3.8490701746230886,9434.4,0.0,0.0,0.0,0.0,0.0,0.32430555555555557,2.0,0.0,0.6066284922073126,467.0,12.185416666666667,19.0,0.0,8.067793612903277,17547.0,1.7096946262845074,0,1.3604666666666667,1.3506666666666667,1.3848333333333334,1.3569,1.3759000000000001,1.1045333333333334,0.46813333333333335,1.0126333333333333,2.1395,1.6646333333333334,1.2966333333333333,1.1751,0.32893333333333336,0.6432,1.8509,1.8851,2.1224333333333334,1.8981,2.907966666666667,2.7940666666666667,3.4250333333333334,2.507633333333333,0.9699666666666666,0.3327333333333333
2007-01-09,1.2666670355902778,5.08775,0.202,1.1253063528615832,1824.00053125,0.14330833333333334,0.546,0.0,0.11261841301168432,206.364,240.48752083333335,247.28,230.61,2.7444732826696048,346302.03,5.384257478632478,21.38076923076923,0.8,4.7230044069364,7753.330769230769,0.08704393424036282,1.1371428571428568,0.0,0.2785208754930682,125.34326530612245,0.5964751225231408,3.5298278956815543,0.0,1.018877378258282,858.9241764333228,6.798611111111111,19.0,0.0,8.505469655049566,9790.0,2.283883246513847,0,0.26983333333333337,0.31183333333333335,0.2874,0.4696666666666667,0.6611999999999999,0.27449999999999997,1.1234666666666666,2.3869666666666665,2.1355999999999997,1.8683666666666667,1.3492333333333335,0.9347333333333334,0.2769333333333333,0.3015666666666667,0.26666666666666666,0.5648333333333333,1.4713333333333334,2.106266666666667,2.3730666666666664,2.2636499999999997,2.6842869791666666,3.091705208333333,1.2912666666666666,1.6356333333333335
2007-01-10,1.465909375,4.982,0.212,1.2033052022621633,2110.9095,0.15849236111111112,0.51,0.0,0.11982430941074725,228.229,241.02745138888892,247.91,231.95,3.2450511363325294,347079.53,6.2365625,21.0,1.0,5.062865616571152,8980.65,0.020032491445843716,1.1264880952380947,0.0,0.14239477876370463,28.846787682014952,0.6647153612670854,3.54063540814902,0.0,0.965979711597313,957.190120224603,7.647222222222222,19.0,0.0,8.640965705145726,11012.0,4.209372456090108,0,0.5179,0.6539,0.34036666666666665,0.26936666666666664,0.3469,0.26796666666666663,0.7647166666666666,2.3629000000000002,2.972933333333333,1.9952333333333334,1.4271,3.3894916666666663,1.4307666666666667,0.5537666666666666,1.6954,1.2912333333333335,0.6835333333333333,1.8244,3.3644000000000003,3.190233333333333,2.9165833333333335,1.6947,0.8519000000000001,0.3761333333333334
2007-01-11,1.525503125,5.098,0.21,1.360410737967182,2196.7245,0.15905972222222223,0.556,0.0,0.12343647277750598,229.046,241.1556875,248.58,228.76,3.5736745473308433,347264.19,6.473574346405228,21.24705882352941,0.8,5.72862414985584,9321.947058823529,0.024990897472993826,1.1388888888888888,0.0,0.14654812760154046,35.98689236111111,0.45460425069561355,3.537,0.0,0.8493374716087969,654.6301210016835,8.621527777777779,19.0,0.0,8.722608576251051,12415.0,3.1889971710914446,0,0.3365,0.2546,0.30866666666666664,0.8921666666666667,0.2705,0.2976,0.7024,2.7021666666666664,2.480925,1.3702,1.3697333333333332,1.1518333333333333,0.30033333333333334,0.3952,0.32720000000000005,0.5416333333333333,2.5127666666666664,3.2382333333333335,3.8658333333333332,3.99025,3.6877666666666666,2.8803666666666667,1.4481,1.2871
2007-01-12,1.0092402777777778,4.536,0.206,0.9031651516853506,1453.306,0.13829166666666665,0.518,0.0,0.1070404880760584,199.14,241.53820833333336,247.96,234.53,2.549580839727224,347815.02,4.287083333333333,19.2,0.8,3.730783215116254,6173.4,0.0,0.0,0.0,0.0,0.0,0.30486111111111114,2.0,0.0,0.5994936317175734,439.0,5.747222222222222,19.0,0.0,8.23347583434388,8276.0,1.7212809000261786,0,0.5854333333333333,0.3122333333333333,0.30239999999999995,0.32156666666666667,0.29303333333333337,0.8123333333333334,1.3507533333333333,2.8000133333333332,1.9939333333333333,1.3481999999999998,0.9068333333333333,0.2818333333333333,0.2946,0.25386666666666663,0.33490000000000003,0.2617333333333333,0.32066666666666666,0.5727,2.549,2.2349,2.2950666666666666,1.5127333333333333,1.4837666666666667,0.7992666666666667
2007-01-13,2.0338697955246916,5.0994,0.212,1.548597985238841,2928.7725055555557,0.19888202160493829,0.558,0.0,0.13739417553758743,286.39011111111114,239.29031944444444,246.92,228.56,4.105088425808554,344578.06,8.417039309410633,21.341176470588234,1.0,6.230694490202467,12120.536605551311,0.2626565654058661,1.140625,0.0,0.4344504616801895,378.22545418444724,0.5112284019510582,3.40625,0.0,0.8784723286165337,736.1688988095239,7.875694444444444,19.0,0.0,8.569656916720511,11341.0,2.0483177149668177,1,0.8884000000000001,0.31673333333333337,0.25643333333333335,0.29786666666666667,0.289,0.2646,0.31516666666666665,1.7015666666666667,2.521166666666667,1.7159000000000002,3.029841176470588,3.1558254901960785,1.9701666666666666,1.6392,1.6297,2.0716666666666668,2.0576333333333334,2.7980666666666667,1.8881000000000001,3.1545,4.197683333333333,4.222873148148148,4.293261666666667,4.137523611111111
2007-01-14,2.047319523358586,5.09,0.202,1.2821091434605982,2948.140113636364,0.15632430555555554,0.508,0.0,0.11195250391857386,225.107,238.81780555555557,244.72,229.86,3.299691592297275,343897.64,8.762246317340068,21.375,0.8,5.375395785167769,12617.634696969697,0.0854783822016461,1.1388888888888888,0.0,0.27304424755237605,123.08887037037037,0.5167878023731132,3.539779589371981,0.0,0.9083318723905389,744.1744354172829,9.021875,19.0,0.0,8.65827023481014,12991.5,1.1741064034160171,1,3.1141,2.916,2.7240666666666664,1.1217333333333335,1.1342333333333334,1.1941,1.5761,1.1410666666666667,1.232575,2.2260333333333335,1.7363666666666666,1.0085666666666666,0.7125,1.2987,1.8274666666666666,2.0970666666666666,3.1053060606060607,4.049723611111111,3.543041666666667,3.239122222222222,3.1929000000000003,2.1076333333333332,1.4627333333333332,1.3745333333333332
