window_id,window_start,window_end,label,split
164,2007-05-29,2007-06-04,0,test
165,2007-05-30,2007-06-05,0,test
166,2007-05-31,2007-06-06,0,train
167,2007-06-01,2007-06-07,0,train
168,2007-06-02,2007-06-08,0,train
169,2007-06-03,2007-06-09,0,train
170,2007-06-04,2007-06-10,0,test
171,2007-06-05,2007-06-11,0,train
172,2007-06-06,2007-06-12,0,train
173,2007-06-07,2007-06-13,0,test
174,2007-06-08,2007-06-14,1,train
175,2007-06-09,2007-06-15,1,train
176,2007-06-10,2007-06-16,0,test
177,2007-06-11,2007-06-17,0,train
178,2007-06-12,2007-06-18,0,train
179,2007-06-13,2007-06-19,0,train
180,2007-06-14,2007-06-20,0,train
181,2007-06-15,2007-06-21,0,test
182,2007-06-16,2007-06-22,0,train
183,2007-06-17,2007-06-23,0,train
184,2007-06-18,2007-06-24,0,train
185,2007-06-19,2007-06-25,0,train
186,2007-06-20,2007-06-26,0,train
187,2007-06-21,2007-06-27,0,train
188,2007-06-22,2007-06-28,0,train
189,2007-06-23,2007-06-29,0,train
190,2007-06-24,2007-06-30,0,train
191,2007-06-25,2007-07-01,1,train
192,2007-06-26,2007-07-02,1,test
193,2007-06-27,2007-07-03,0,train
194,2007-06-28,2007-07-04,0,train
195,2007-06-29,2007-07-05,0,train
196,2007-06-30,2007-07-06,0,train
197,2007-07-01,2007-07-07,0,train
198,2007-07-02,2007-07-08,0,train
199,2007-07-03,2007-07-09,0,train
200,2007-07-04,2007-07-10,0,train
201,2007-07-05,2007-07-11,0,train
202,2007-07-06,2007-07-12,0,train
203,2007-07-07,2007-07-13,0,test
204,2007-07-08,2007-07-14,0,test
205,2007-07-09,2007-07-15,0,train
206,2007-07-10,2007-07-16,0,test
207,2007-07-11,2007-07-17,0,train
208,2007-07-12,2007-07-18,0,train
209,2007-07-13,2007-07-19,0,train
210,2007-07-14,2007-07-20,0,train
211,2007-07-15,2007-07-21,0,train
212,2007-07-16,2007-07-22,0,train
213,2007-07-17,2007-07-23,0,train
214,2007-07-18,2007-07-24,0,test
215,2007-07-19,2007-07-25,0,train
216,2007-07-20,2007-07-26,0,train
217,2007-07-21,2007-07-27,0,test
218,2007-07-22,2007-07-28,0,test
219,2007-07-23,2007-07-29,0,test
220,2007-07-24,2007-07-30,0,train
221,2007-07-25,2007-07-31,0,train
222,2007-07-26,2007-08-01,0,test
223,2007-07-27,2007-08-02,0,test
224,2007-07-28,2007-08-03,0,test
225,2007-07-29,2007-08-04,0,train
226,2007-07-30,2007-08-05,0,train
227,2007-07-31,2007-08-06,0,train
228,2007-08-01,2007-08-07,0,train
229,2007-08-02,2007-08-08,0,train
230,2007-08-03,2007-08-09,0,train
231,2007-08-04,2007-08-10,0,train
232,2007-08-05,2007-08-11,0,train
233,2007-08-06,2007-08-12,0,test
234,2007-08-07,2007-08-13,0,train
235,2007-08-08,2007-08-14,1,train
236,2007-08-09,2007-08-15,0,train
237,2007-08-10,2007-08-16,0,test
238,2007-08-11,2007-08-17,1,train
239,2007-08-12,2007-08-18,0,train
240,2007-08-13,2007-08-19,0,train
241,2007-08-14,2007-08-20,0,train
242,2007-08-15,2007-08-21,0,train
243,2007-08-16,2007-08-22,0,train
244,2007-08-17,2007-08-23,0,test
245,2007-08-18,2007-08-24,0,train
246,2007-08-19,2007-08-25,0,train
247,2007-08-20,2007-08-26,0,train
248,2007-08-21,2007-08-27,0,test
249,2007-08-22,2007-08-28,0,test
250,2007-08-23,2007-08-29,0,train
251,2007-08-24,2007-08-30,0,train
252,2007-08-25,2007-08-31,0,train
253,2007-08-26,2007-09-01,0,train
254,2007-08-27,2007-09-02,0,train
255,2007-08-28,2007-09-03,0,train
256,2007-08-29,2007-09-04,0,train
257,2007-08-30,2007-09-05,0,train
258,2007-08-31,2007-09-06,0,train
259,2007-09-01,2007-09-07,1,train
260,2007-09-02,2007-09-08,0,train
261,2007-09-03,2007-09-09,0,test
262,2007-09-04,2007-09-10,0,train
263,2007-09-05,2007-09-11,0,train
264,2007-09-06,2007-09-12,0,train
265,2007-09-07,2007-09-13,0,train
266,2007-09-08,2007-09-14,0,test
267,2007-09-09,2007-09-15,0,train
268,2007-09-10,2007-09-16,0,train
269,2007-09-11,2007-09-17,0,train
270,2007-09-12,2007-09-18,0,train
271,2007-09-13,2007-09-19,1,test
272,2007-09-14,2007-09-20,0,train
273,2007-09-15,2007-09-21,0,test
274,2007-09-16,2007-09-22,1,train
275,2007-09-17,2007-09-23,0,test
276,2007-09-18,2007-09-24,0,train
277,2007-09-19,2007-09-25,1,train
278,2007-09-20,2007-09-26,0,train
279,2007-09-21,2007-09-27,0,train
280,2007-09-22,2007-09-28,0,train
281,2007-09-23,2007-09-29,0,train
282,2007-09-24,2007-09-30,0,train
283,2007-09-25,2007-10-01,0,train
284,2007-09-26,2007-10-02,0,train
285,2007-09-27,2007-10-03,0,test
286,2007-09-28,2007-10-04,0,train
287,2007-09-29,2007-10-05,1,train
288,2007-09-30,2007-10-06,0,train
289,2007-10-01,2007-10-07,0,train
290,2007-10-02,2007-10-08,0,train
291,2007-10-03,2007-10-09,0,train
292,2007-10-04,2007-10-10,0,train
293,2007-10-05,2007-10-11,0,test
294,2007-10-06,2007-10-12,0,train
295,2007-10-07,2007-10-13,0,train
296,2007-10-08,2007-10-14,0,train
297,2007-10-09,2007-10-15,0,train
298,2007-10-10,2007-10-16,0,train
299,2007-10-11,2007-10-17,0,train
300,2007-10-12,2007-10-18,0,test
301,2007-10-13,2007-10-19,0,train
302,2007-10-14,2007-10-20,0,train
303,2007-10-15,2007-10-21,1,test
304,2007-10-16,2007-10-22,0,test
305,2007-10-17,2007-10-23,0,train
306,2007-10-18,2007-10-24,0,train
307,2007-10-19,2007-10-25,0,train
308,2007-10-20,2007-10-26,1,train
309,2007-10-21,2007-10-27,0,test
310,2007-10-22,2007-10-28,0,train
311,2007-10-23,2007-10-29,0,train
312,2007-10-24,2007-10-30,0,train
313,2007-10-25,2007-10-31,0,train
314,2007-10-26,2007-11-01,0,test
315,2007-10-27,2007-11-02,1,train
316,2007-10-28,2007-11-03,1,train
317,2007-10-29,2007-11-04,0,train
318,2007-10-30,2007-11-05,1,train
319,2007-10-31,2007-11-06,0,train
320,2007-11-01,2007-11-07,0,train
321,2007-11-02,2007-11-08,0,train
322,2007-11-03,2007-11-09,0,test
323,2007-11-04,2007-11-10,0,train
324,2007-11-05,2007-11-11,1,train
325,2007-11-06,2007-11-12,0,test
326,2007-11-07,2007-11-13,0,train
327,2007-11-08,2007-11-14,0,train
328,2007-11-09,2007-11-15,0,train
329,2007-11-10,2007-11-16,0,train
330,2007-11-11,2007-11-17,0,train
331,2007-11-12,2007-11-18,0,train
332,2007-11-13,2007-11-19,0,train
333,2007-11-14,2007-11-20,0,train
334,2007-11-15,2007-11-21,0,train
335,2007-11-16,2007-11-22,0,train
336,2007-11-17,2007-11-23,0,train
337,2007-11-18,2007-11-24,0,train
338,2007-11-19,2007-11-25,0,train
339,2007-11-20,2007-11-26,0,train
340,2007-11-21,2007-11-27,0,train
341,2007-11-22,2007-11-28,0,train
342,2007-11-23,2007-11-29,1,train
343,2007-11-24,2007-11-30,0,train
344,2007-11-25,2007-12-01,1,train
345,2007-11-26,2007-12-02,0,train
346,2007-11-27,2007-12-03,0,train
347,2007-11-28,2007-12-04,0,test
348,2007-11-29,2007-12-05,0,train
349,2007-11-30,2007-12-06,0,test
350,2007-12-01,2007-12-07,0,train
351,2007-12-02,2007-12-08,0,train
352,2007-12-03,2007-12-09,1,train
353,2007-12-04,2007-12-10,0,train
354,2007-12-05,2007-12-11,0,train
355,2007-12-06,2007-12-12,0,train
356,2007-12-07,2007-12-13,0,train
357,2007-12-08,2007-12-14,0,train
358,2007-12-09,2007-12-15,0,train
359,2007-12-10,2007-12-16,0,train
360,2007-12-11,2007-12-17,0,train
361,2007-12-12,2007-12-18,1,train
362,2007-12-13,2007-12-19,0,train
363,2007-12-14,2007-12-20,0,train
364,2007-12-15,2007-12-21,0,test
365,2007-12-16,2007-12-22,0,train
366,2007-12-17,2007-12-23,0,train
367,2007-12-18,2007-12-24,0,train
368,2007-12-19,2007-12-25,0,train
369,2007-12-20,2007-12-26,0,train
370,2007-12-21,2007-12-27,0,train
371,2007-12-22,2007-12-28,0,test
372,2007-12-23,2007-12-29,0,train
373,2007-12-24,2007-12-30,0,train
374,2007-12-25,2007-12-31,0,train
375,2007-12-26,2008-01-01,0,train
376,2007-12-27,2008-01-02,0,train
377,2007-12-28,2008-01-03,0,test
378,2007-12-29,2008-01-04,0,train
379,2007-12-30,2008-01-05,0,test
380,2007-12-31,2008-01-06,0,train
381,2008-01-01,2008-01-07,0,train
382,2008-01-02,2008-01-08,0,train
383,2008-01-03,2008-01-09,0,train
384,2008-01-04,2008-01-10,0,train
385,2008-01-05,2008-01-11,0,train
386,2008-01-06,2008-01-12,0,train
387,2008-01-07,2008-01-13,0,train
388,2008-01-08,2008-01-14,0,train
389,2008-01-09,2008-01-15,0,train
390,2008-01-10,2008-01-16,0,train
391,2008-01-11,2008-01-17,0,train
392,2008-01-12,2008-01-18,0,train
393,2008-01-13,2008-01-19,0,train
394,2008-01-14,2008-01-20,0,train
395,2008-01-15,2008-01-21,0,train
396,2008-01-16,2008-01-22,0,train
397,2008-01-17,2008-01-23,0,train
398,2008-01-18,2008-01-24,0,train
399,2008-01-19,2008-01-25,0,train
400,2008-01-20,2008-01-26,1,train
401,2008-01-21,2008-01-27,0,train
402,2008-01-22,2008-01-28,0,train
403,2008-01-23,2008-01-29,0,train
404,2008-01-24,2008-01-30,0,train
405,2008-01-25,2008-01-31,0,train
406,2008-01-26,2008-02-01,0,train
407,2008-01-27,2008-02-02,1,train
408,2008-01-28,2008-02-03,0,train
409,2008-01-29,2008-02-04,0,train
410,2008-01-30,2008-02-05,0,train
411,2008-01-31,2008-02-06,0,train
412,2008-02-01,2008-02-07,0,train
413,2008-02-02,2008-02-08,0,train
414,2008-02-03,2008-02-09,0,test
415,2008-02-04,2008-02-10,0,test
416,2008-02-05,2008-02-11,0,train
417,2008-02-06,2008-02-12,0,train
418,2008-02-07,2008-02-13,0,train
419,2008-02-08,2008-02-14,0,train
420,2008-02-09,2008-02-15,0,test
421,2008-02-10,2008-02-16,0,test
422,2008-02-11,2008-02-17,0,train
423,2008-02-12,2008-02-18,0,test
424,2008-02-13,2008-02-19,0,train
425,2008-02-14,2008-02-20,0,train
426,2008-02-15,2008-02-21,0,train
427,2008-02-16,2008-02-22,0,test
428,2008-02-17,2008-02-23,0,test
429,2008-02-18,2008-02-24,0,train
430,2008-02-19,2008-02-25,0,train
431,2008-02-20,2008-02-26,0,train
432,2008-02-21,2008-02-27,0,train
433,2008-02-22,2008-02-28,0,test
434,2008-02-23,2008-02-29,0,train
435,2008-02-24,2008-03-01,0,train
436,2008-02-25,2008-03-02,0,test
437,2008-02-26,2008-03-03,0,test
438,2008-02-27,2008-03-04,1,train
439,2008-02-28,2008-03-05,0,test
440,2008-02-29,2008-03-06,0,test
441,2008-03-01,2008-03-07,0,train
442,2008-03-02,2008-03-08,0,train
443,2008-03-03,2008-03-09,0,test
444,2008-03-04,2008-03-10,0,train
445,2008-03-05,2008-03-11,0,train
446,2008-03-06,2008-03-12,0,train
447,2008-03-07,2008-03-13,0,train
448,2008-03-08,2008-03-14,0,train
449,2008-03-09,2008-03-15,0,train
450,2008-03-10,2008-03-16,0,train
451,2008-03-11,2008-03-17,0,train
452,2008-03-12,2008-03-18,0,train
453,2008-03-13,2008-03-19,0,train
454,2008-03-14,2008-03-20,0,train
455,2008-03-15,2008-03-21,0,test
456,2008-03-16,2008-03-22,0,train
457,2008-03-17,2008-03-23,0,train
458,2008-03-18,2008-03-24,0,train
459,2008-03-19,2008-03-25,0,train
460,2008-03-20,2008-03-26,0,train
461,2008-03-21,2008-03-27,0,train
462,2008-03-22,2008-03-28,0,train
463,2008-03-23,2008-03-29,0,train
464,2008-03-24,2008-03-30,0,train
465,2008-03-25,2008-03-31,0,train
466,2008-03-26,2008-04-01,0,train
467,2008-03-27,2008-04-02,0,train
468,2008-03-28,2008-04-03,0,train
469,2008-03-29,2008-04-04,0,train
470,2008-03-30,2008-04-05,0,train
471,2008-03-31,2008-04-06,0,train
472,2008-04-01,2008-04-07,0,train
473,2008-04-02,2008-04-08,0,train
474,2008-04-03,2008-04-09,0,test
475,2008-04-04,2008-04-10,0,train
476,2008-04-05,2008-04-11,0,train
477,2008-04-06,2008-04-12,0,train
478,2008-04-07,2008-04-13,0,test
479,2008-04-08,2008-04-14,0,train
480,2008-04-09,2008-04-15,0,train
481,2008-04-10,2008-04-16,0,train
482,2008-04-11,2008-04-17,0,train
483,2008-04-12,2008-04-18,0,train
484,2008-04-13,2008-04-19,0,train
485,2008-04-14,2008-04-20,0,train
486,2008-04-15,2008-04-21,0,train
487,2008-04-16,2008-04-22,0,train
488,2008-04-17,2008-04-23,0,train
489,2008-04-18,2008-04-24,0,test
490,2008-04-19,2008-04-25,0,train
491,2008-04-20,2008-04-26,0,train
492,2008-04-21,2008-04-27,0,test
493,2008-04-22,2008-04-28,0,train
494,2008-04-23,2008-04-29,0,train
495,2008-04-24,2008-04-30,0,train
496,2008-04-25,2008-05-01,0,test
497,2008-04-26,2008-05-02,0,train
498,2008-04-27,2008-05-03,0,train
499,2008-04-28,2008-05-04,0,train
500,2008-04-29,2008-05-05,0,test
501,2008-04-30,2008-05-06,0,train
502,2008-05-01,2008-05-07,0,train
503,2008-05-02,2008-05-08,0,test
504,2008-05-03,2008-05-09,0,train
505,2008-05-04,2008-05-10,0,train
506,2008-05-05,2008-05-11,0,test
507,2008-05-06,2008-05-12,0,train
508,2008-05-07,2008-05-13,0,train
509,2008-05-08,2008-05-14,0,test
510,2008-05-09,2008-05-15,0,train
511,2008-05-10,2008-05-16,0,test
512,2008-05-11,2008-05-17,0,train
513,2008-05-12,2008-05-18,0,test
514,2008-05-13,2008-05-19,0,train
515,2008-05-14,2008-05-20,0,train
516,2008-05-15,2008-05-21,0,train
517,2008-05-16,2008-05-22,0,train
518,2008-05-17,2008-05-23,0,train
519,2008-05-18,2008-05-24,0,train
520,2008-05-19,2008-05-25,0,train
521,2008-05-20,2008-05-26,0,test
522,2008-05-21,2008-05-27,0,train
523,2008-05-22,2008-05-28,0,train
524,2008-05-23,2008-05-29,0,train
525,2008-05-24,2008-05-30,0,test
526,2008-05-25,2008-05-31,0,train
527,2008-05-26,2008-06-01,0,train
528,2008-05-27,2008-06-02,0,train
529,2008-05-28,2008-06-03,0,test
530,2008-05-29,2008-06-04,0,train
531,2008-05-30,2008-06-05,0,train
532,2008-05-31,2008-06-06,0,train
533,2008-06-01,2008-06-07,0,train
534,2008-06-02,2008-06-08,0,train
535,2008-06-03,2008-06-09,0,train
536,2008-06-04,2008-06-10,0,train
537,2008-06-05,2008-06-11,0,train
538,2008-06-06,2008-06-12,0,train
539,2008-06-07,2008-06-13,0,test
540,2008-06-08,2008-06-14,0,train
541,2008-06-09,2008-06-15,0,train
542,2008-06-10,2008-06-16,0,train
543,2008-06-11,2008-06-17,1,train
544,2008-06-12,2008-06-18,0,train
545,2008-06-13,2008-06-19,0,train
546,2008-06-14,2008-06-20,0,test
547,2008-06-15,2008-06-21,0,test
548,2008-06-16,2008-06-22,0,test
549,2008-06-17,2008-06-23,0,train
550,2008-06-18,2008-06-24,0,train
551,2008-06-19,2008-06-25,0,train
552,2008-06-20,2008-06-26,0,train
553,2008-06-21,2008-06-27,0,train
554,2008-06-22,2008-06-28,0,train
555,2008-06-23,2008-06-29,0,test
556,2008-06-24,2008-06-30,0,train
557,2008-06-25,2008-07-01,0,train
558,2008-06-26,2008-07-02,0,test
559,2008-06-27,2008-07-03,0,train
560,2008-06-28,2008-07-04,0,train
561,2008-06-29,2008-07-05,1,train
562,2008-06-30,2008-07-06,0,train
563,2008-07-01,2008-07-07,0,test
564,2008-07-02,2008-07-08,0,train
565,2008-07-03,2008-07-09,0,train
566,2008-07-04,2008-07-10,0,train
567,2008-07-05,2008-07-11,0,train
568,2008-07-06,2008-07-12,0,train
569,2008-07-07,2008-07-13,0,train
570,2008-07-08,2008-07-14,0,train
571,2008-07-09,2008-07-15,0,train
572,2008-07-10,2008-07-16,0,train
573,2008-07-11,2008-07-17,0,train
574,2008-07-12,2008-07-18,0,train
575,2008-07-13,2008-07-19,0,train
576,2008-07-14,2008-07-20,0,train
577,2008-07-15,2008-07-21,0,train
578,2008-07-16,2008-07-22,0,train
579,2008-07-17,2008-07-23,0,test
580,2008-07-18,2008-07-24,0,train
581,2008-07-19,2008-07-25,0,train
582,2008-07-20,2008-07-26,0,train
583,2008-07-21,2008-07-27,0,train
584,2008-07-22,2008-07-28,0,train
585,2008-07-23,2008-07-29,0,test
586,2008-07-24,2008-07-30,0,train
587,2008-07-25,2008-07-31,0,train
588,2008-07-26,2008-08-01,0,train
589,2008-07-27,2008-08-02,0,test
590,2008-07-28,2008-08-03,0,train
591,2008-07-29,2008-08-04,0,train
592,2008-07-30,2008-08-05,0,train
593,2008-07-31,2008-08-06,0,train
594,2008-08-01,2008-08-07,1,train
595,2008-08-02,2008-08-08,0,train
596,2008-08-03,2008-08-09,0,test
597,2008-08-04,2008-08-10,0,train
598,2008-08-05,2008-08-11,0,train
599,2008-08-06,2008-08-12,0,train
600,2008-08-07,2008-08-13,0,train
601,2008-08-08,2008-08-14,0,train
602,2008-08-09,2008-08-15,0,test
603,2008-08-10,2008-08-16,0,test
604,2008-08-11,2008-08-17,0,test
605,2008-08-12,2008-08-18,0,test
606,2008-08-13,2008-08-19,0,train
607,2008-08-14,2008-08-20,0,train
608,2008-08-15,2008-08-21,0,train
609,2008-08-16,2008-08-22,0,train
610,2008-08-17,2008-08-23,0,train
611,2008-08-18,2008-08-24,0,train
612,2008-08-19,2008-08-25,0,train
613,2008-08-20,2008-08-26,0,train
614,2008-08-21,2008-08-27,0,train
615,2008-08-22,2008-08-28,0,train
616,2008-08-23,2008-08-29,0,train
617,2008-08-24,2008-08-30,0,test
618,2008-08-25,2008-08-31,0,train
619,2008-08-26,2008-09-01,0,train
620,2008-08-27,2008-09-02,0,train
621,2008-08-28,2008-09-03,0,train
622,2008-08-29,2008-09-04,0,train
623,2008-08-30,2008-09-05,0,train
624,2008-08-31,2008-09-06,0,train
625,2008-09-01,2008-09-07,0,train
626,2008-09-02,2008-09-08,0,test
627,2008-09-03,2008-09-09,0,train
628,2008-09-04,2008-09-10,0,train
629,2008-09-05,2008-09-11,1,train
630,2008-09-06,2008-09-12,1,train
631,2008-09-07,2008-09-13,0,train
632,2008-09-08,2008-09-14,0,train
633,2008-09-09,2008-09-15,0,train
634,2008-09-10,2008-09-16,0,test
635,2008-09-11,2008-09-17,0,train
636,2008-09-12,2008-09-18,0,train
637,2008-09-13,2008-09-19,0,train
638,2008-09-14,2008-09-20,0,train
639,2008-09-15,2008-09-21,0,train
640,2008-09-16,2008-09-22,0,train
641,2008-09-17,2008-09-23,0,train
642,2008-09-18,2008-09-24,0,test
643,2008-09-19,2008-09-25,0,train
644,2008-09-20,2008-09-26,0,train
645,2008-09-21,2008-09-27,0,train
646,2008-09-22,2008-09-28,0,train
647,2008-09-23,2008-09-29,0,train
648,2008-09-24,2008-09-30,0,train
649,2008-09-25,2008-10-01,0,train
650,2008-09-26,2008-10-02,0,test
651,2008-09-27,2008-10-03,0,train
652,2008-09-28,2008-10-04,0,train
653,2008-09-29,2008-10-05,0,train
654,2008-09-30,2008-10-06,0,test
655,2008-10-01,2008-10-07,0,train
656,2008-10-02,2008-10-08,0,train
657,2008-10-03,2008-10-09,0,train
658,2008-10-04,2008-10-10,0,train
659,2008-10-05,2008-10-11,0,train
660,2008-10-06,2008-10-12,0,train
661,2008-10-07,2008-10-13,0,train
662,2008-10-08,2008-10-14,0,train
663,2008-10-09,2008-10-15,0,train
664,2008-10-10,2008-10-16,1,train
665,2008-10-11,2008-10-17,0,train
666,2008-10-12,2008-10-18,0,test
667,2008-10-13,2008-10-19,0,train
668,2008-10-14,2008-10-20,0,train
669,2008-10-15,2008-10-21,0,train
670,2008-10-16,2008-10-22,0,test
671,2008-10-17,2008-10-23,0,train
672,2008-10-18,2008-10-24,0,train
673,2008-10-19,2008-10-25,0,train
674,2008-10-20,2008-10-26,0,train
675,2008-10-21,2008-10-27,0,test
676,2008-10-22,2008-10-28,0,train
677,2008-10-23,2008-10-29,0,train
678,2008-10-24,2008-10-30,0,train
679,2008-10-25,2008-10-31,0,train
680,2008-10-26,2008-11-01,0,train
681,2008-10-27,2008-11-02,0,train
682,2008-10-28,2008-11-03,0,test
683,2008-10-29,2008-11-04,0,test
684,2008-10-30,2008-11-05,0,test
685,2008-10-31,2008-11-06,0,test
686,2008-11-01,2008-11-07,0,train
687,2008-11-02,2008-11-08,0,train
688,2008-11-03,2008-11-09,0,test
689,2008-11-04,2008-11-10,0,test
690,2008-11-05,2008-11-11,0,test
691,2008-11-06,2008-11-12,0,test
692,2008-11-07,2008-11-13,0,train
693,2008-11-08,2008-11-14,0,train
694,2008-11-09,2008-11-15,0,train
695,2008-11-10,2008-11-16,0,train
696,2008-11-11,2008-11-17,0,train
697,2008-11-12,2008-11-18,0,train
